gene_set_name	gene_id_simplified	gene_symbol	Weight
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000165376	CLDN2	17.40841557
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000166828	SCNN1G	15.86205404
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000167183	PRR15L	20.02566366
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000168484	SFTPC	20.0916612
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000168878	SFTPB	30.1636732
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000170373	CST1	16.13237839
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000170786	SDR16C5	18.90953368
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000173467	AGR3	17.92389868
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000173702	MUC13	16.36591728
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000174502	SLC26A9	18.32778074
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000174938	SEZ6L2	19.41797944
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000179178	TMEM125	19.3425229
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000184012	TMPRSS2	19.27059279
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000184564	SLITRK6	16.36642586
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000185303	SFTPA2	28.22042298
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000187733	AMY1C	18.37116829
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000187908	DMBT1	18.44949414
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000189143	CLDN4	24.7334036
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000189377	CXCL17	22.78235623
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000196260	SFTA2	20.25630903
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000198183	BPIFA1	22.05489674
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000204382	XAGE1B	33.79565559
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000215182	MUC5AC	15.82140231
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000229415	SFTA3	20.51271223
LUADvscfRNA_Q0.99_P0_2sided	ENSG00000253313	C1orf210	17.24822282
LUADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000096088	PGC	23.42749731
LUADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000110195	FOLR1	19.36109755
LUADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000125999	BPIFB1	20.19617346
LUADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000131400	NAPSA	24.53226402
LUADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000133661	SFTPD	20.45598371
LUADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000137745	MMP13	15.75942699
LUADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000153446	C16orf89	21.36932487
LUADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000157765	SLC34A2	28.1331004
LUADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000164265	SCGB3A2	20.45139058
LUADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000169550	MUC15	16.46690049
LUADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000187733	AMY1C	35.64491491
LUADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000189377	CXCL17	23.69657008
LUADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000196260	SFTA2	20.92304264
LUADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000198183	BPIFA1	22.87799101
LUADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000229415	SFTA3	24.07765599
METampvscfRNAonly_Q0.99_P0_vsnoamp_1sided	ENSG00000105976	MET	25.15984386
METampvscfRNAonly_Q0.99_P0_vsnoamp_1sided	ENSG00000115414	FN1	19.36819913
METampvscfRNAonly_Q0.99_P0_vsnoamp_1sided	ENSG00000121207	LRAT	15.03647896
METampvscfRNAonly_Q0.99_P0_vsnoamp_1sided	ENSG00000144810	COL8A1	15.17725278
METampvscfRNAonly_Q0.99_P0_vsnoamp_1sided	ENSG00000157214	STEAP2	16.74414852
METampvscfRNAonly_Q0.99_P0_vsnoamp_1sided	ENSG00000163395	IGFN1	15.34202083
METampvscfRNAonly_Q0.99_P0_vsnoamp_1sided	ENSG00000164647	STEAP1	17.33918759
METampvscfRNAonly_Q0.99_P0_vsnoamp_1sided	ENSG00000181634	TNFSF15	16.64356874
METampvscfRNAonly_Q0.99_P0_vsnoamp_1sided	ENSG00000212724	KRTAP2-3	13.38870638
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000001626	CFTR	19.02568072
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000010438	PRSS3	19.43824689
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000019505	SYT13	19.730841
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000058085	LAMC2	25.208345
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000060718	COL11A1	19.76794982
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000066405	CLDN18	22.71374489
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000079689	SCGN	16.66763779
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000089199	CHGB	20.1279099
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000091704	CPA1	22.65820238
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000094755	GABRP	18.82385016
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000099812	MISP	20.816499
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000101825	MXRA5	21.30518751
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000104413	ESRP1	20.32685559
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000105388	CEACAM5	23.15561827
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000106483	SFRP4	19.58628929
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000106541	AGR2	24.62997283
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000106819	ASPN	19.65125355
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000107159	CA9	18.60901403
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000108849	PPY	18.83976221
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000109511	ANXA10	19.87406329
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000115221	ITGB6	22.02052419
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000115263	GCG	24.5900772
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000117472	TSPAN1	22.86716442
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000119125	GDA	18.44926671
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000123405	NFE2	-11.15131425
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000125398	SOX9	20.95385013
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000125851	PCSK2	16.38855339
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000127324	TSPAN8	23.17872259
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000128422	KRT17	22.29031493
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000133135	RNF128	19.77840845
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000133742	CA1	-9.781183638
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000134398	ERN2	18.78163473
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000137392	CLPS	23.06751054
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000137648	TMPRSS4	20.40027564
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000137673	MMP7	24.91020475
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000139329	LUM	25.49547919
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000140274	DUOXA2	17.64814098
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000140279	DUOX2	19.84879887
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000140297	GCNT3	19.91781814
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000142615	CELA2A	21.74689596
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000142789	CELA3A	40.70536496
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000147676	MAL2	23.25847799
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000149516	MS4A3	-7.654933371
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000153002	CPB1	22.02741703
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000157005	SST	19.71090886
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000158516	CPA2	21.33433166
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000159339	PADI4	-11.025587
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000160181	TFF2	21.68423392
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000160182	TFF1	23.51511431
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000161798	AQP5	17.78281395
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000164266	SPINK1	23.02601704
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000164756	SLC30A8	16.36258133
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000164821	DEFA4	-7.728886617
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000165376	CLDN2	21.43402924
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000166923	GREM1	19.90604977
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000167183	PRR15L	20.13875516
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000167653	PSCA	20.7020915
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000167755	KLK6	19.68290857
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000168631	DPCR1	19.96877452
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000168925	CTRB1	24.73927163
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000168928	CTRB2	23.00562883
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000169347	GP2	21.69010048
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000169903	TM4SF4	21.71902645
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000170373	CST1	37.16857059
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000170835	CEL	18.12817277
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000170890	PLA2G1B	19.49513212
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000171951	SCG2	19.74149568
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000172016	REG3A	22.95128699
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000172023	REG1B	16.92361083
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000173702	MUC13	21.13532773
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000174502	SLC26A9	17.62004481
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000175535	PNLIP	26.65103008
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000179674	ARL14	18.11940027
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000183778	B3GALT5	19.0929219
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000187908	DMBT1	20.24704964
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000189143	CLDN4	24.52628802
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000198758	EPS8L3	18.76245985
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000215182	MUC5AC	19.62812688
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000219073	CELA3B	21.93013445
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000242515	UGT1A10	18.69573538
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000243480	AMY2A	22.11592012
PAADvscfRNA_Q0.99_P0_2sided	ENSG00000254647	INS	26.25642759
PAADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000089199	CHGB	21.05662694
PAADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000094755	GABRP	19.36108629
PAADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000108849	PPY	19.96902616
PAADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000134398	ERN2	20.05509329
PAADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000140297	GCNT3	20.45664844
PAADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000160181	TFF2	39.41857416
PAADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000160182	TFF1	40.77527998
PAADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000164756	SLC30A8	17.51928651
PAADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000167755	KLK6	22.13659719
PAADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000168631	DPCR1	20.49872021
PAADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000171951	SCG2	20.31414037
PAADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000179674	ARL14	18.61336194
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000044524	EPHA3	17.66813025
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000052344	PRSS8	23.68188166
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000065361	ERBB3	21.73511291
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000083307	GRHL2	22.39634837
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000083857	FAT1	20.5639947
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000086205	FOLH1	24.77686091
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000103313	MEFV	-10.21084455
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000104413	ESRP1	21.71705049
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000105205	CLC	-9.346188689
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000105894	PTN	18.96263308
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000106541	AGR2	24.94706296
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000109182	CWH43	19.82664522
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000111816	FRK	17.96828886
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000115616	SLC9A2	17.85996172
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000117472	TSPAN1	27.54937763
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000122585	NPY	26.54129433
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000123405	NFE2	-12.30030744
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000124469	CEACAM8	-8.402072612
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000124664	SPDEF	27.84106754
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000125398	SOX9	21.47414357
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000126778	SIX1	18.13747152
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000127324	TSPAN8	21.48741038
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000129514	FOXA1	22.51278063
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000131771	PPP1R1B	23.07817766
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000132821	VSTM2L	19.80311825
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000133742	CA1	-11.17135367
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000137558	PI15	20.65252217
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000137673	MMP7	20.17381774
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000137976	DNASE2B	15.84118822
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000139219	COL2A1	15.15805631
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000142273	CBLC	18.38361201
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000142515	KLK3	36.08741403
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000144339	TMEFF2	22.01465781
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000144481	TRPM8	24.56807444
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000146411	SLC2A12	20.76453604
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000147676	MAL2	21.91897983
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000148735	PLEKHS1	17.57804657
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000149516	MS4A3	-9.44673018
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000153132	CLGN	18.41349493
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000156284	CLDN8	21.3346276
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000157214	STEAP2	26.39633556
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000159182	PRAC1	22.4125156
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000159184	HOXB13	28.11441253
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000159339	PADI4	-12.26136136
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000160862	AZGP1	26.75502238
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000163221	S100A12	-8.724043284
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000163736	PPBP	-18.96494966
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000163810	TGM4	19.90874624
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000164188	RANBP3L	16.29175664
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000164647	STEAP1	21.55348162
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000164821	DEFA4	-8.269529093
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000165215	CLDN3	23.03856469
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000167034	NKX3-1	24.60810626
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000167183	PRR15L	21.02789172
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000167332	OR51E2	26.19357558
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000167653	PSCA	20.90169842
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000167749	KLK4	27.26783463
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000167751	KLK2	31.28341047
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000167757	KLK11	20.68564263
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000168243	GNG4	20.41900835
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000168539	CHRM1	20.58791836
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000169213	RAB3B	25.5378012
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000169562	GJB1	21.52694606
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000170373	CST1	16.1787441
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000174938	SEZ6L2	21.25115
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000179178	TMEM125	19.30911609
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000180785	OR51E1	19.63083856
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000184012	TMPRSS2	28.11160178
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000184388	PABPC1L2B	16.85517216
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000186288	PABPC1L2A	15.96537559
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000187398	LUZP2	17.81969174
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000189143	CLDN4	24.95760179
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000197496	SLC2A10	19.41380099
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000197977	ELOVL2	19.85502491
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000204128	C2orf72	18.67907033
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000229637	PRAC2	17.01924015
PRADvscfRNA_Q0.99_P0_2sided	ENSG00000253313	C1orf210	16.90062729
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000086205	FOLH1	24.66456609
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000109182	CWH43	20.07878251
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000117472	TSPAN1	27.53676126
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000122585	NPY	26.61786959
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000124664	SPDEF	27.86555294
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000129514	FOXA1	22.50460897
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000142515	KLK3	36.15433305
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000144339	TMEFF2	22.01129045
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000144481	TRPM8	24.48195899
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000146411	SLC2A12	20.94036801
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000156284	CLDN8	21.36264714
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000157214	STEAP2	26.44588972
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000159182	PRAC1	22.31827642
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000159184	HOXB13	29.01131974
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000167034	NKX3-1	24.63769692
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000167332	OR51E2	27.26255667
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000167749	KLK4	27.82813049
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000168539	CHRM1	20.80764885
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000169213	RAB3B	25.48499313
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000180785	OR51E1	19.48805356
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000184012	TMPRSS2	28.2055508
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000184388	PABPC1L2B	16.79175212
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000186288	PABPC1L2A	15.91352437
PRADvsNormalvscfRNA_Q0.99_P0_uniq0.95_1sided	ENSG00000229637	PRAC2	16.9894425
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000013293	SLC7A14	18.13209234
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000016082	ISL1	17.08733227
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000077279	DCX	18.47967367
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000079689	SCGN	15.88915801
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000094755	GABRP	15.27087319
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000101746	NOL4	19.18839031
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000103460	TOX3	17.75695833
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000105374	NKG7	-9.903930572
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000105880	DLX5	16.59437741
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000106278	PTPRZ1	21.2521097
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000107105	ELAVL2	16.07737156
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000111262	KCNA1	16.21859773
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000111816	FRK	19.63358812
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000113327	GABRG2	20.23147306
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000114757	PEX5L	18.89913967
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000119547	ONECUT2	19.78365364
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000123405	NFE2	-11.28367344
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000124479	NDP	15.25513191
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000129965	INS-IGF2	18.77641471
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000130294	KIF1A	23.15795988
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000132297	HHLA1	35.75122687
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000132437	DDC	18.36645496
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000134443	GRP	17.14799485
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000135097	MSI1	17.1145831
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000136267	DGKB	16.34858055
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000139352	ASCL1	22.41854777
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000139767	SRRM4	18.41197141
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000139865	TTC6	16.58047712
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000142449	FBN3	16.5350724
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000143469	SYT14	17.67901199
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000145087	STXBP5L	17.61385095
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000147488	ST18	19.08798318
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000153292	ADGRF1	15.18721635
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000153404	PLEKHG4B	19.29108023
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000157542	KCNJ6	20.93594904
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000157851	DPYSL5	21.79769045
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000159184	HOXB13	17.24160896
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000159339	PADI4	-9.760699226
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000162992	NEUROD1	16.55546811
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000163221	S100A12	-9.472596435
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000163563	MNDA	-10.20129564
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000163618	CADPS	17.42216434
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000163736	PPBP	-17.78658919
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000165379	LRFN5	15.53549958
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000165805	C12orf50	17.15009619
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000165973	NELL1	16.27054976
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000166206	GABRB3	19.23606673
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000166959	MS4A8	15.68715475
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000168243	GNG4	22.14297593
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000169213	RAB3B	23.82921284
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000173404	INSM1	18.67224149
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000173826	KCNH6	16.52355387
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000176165	FOXG1	17.94882968
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000176406	RIMS2	19.1193723
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000176695	OR4F17	18.07557543
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000179915	NRXN1	21.26616374
SCLCvscfRNA_Q0.99_P0_2sided	ENSG00000181785	OR5AS1	16.3792396
